config_id,testFile,api,transferSize,blockSize,segmentCount,numTasks,filePerProc,useStridedDatatype,setAlignment,useO_DIRECT,fsync,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH
00217,test00217,POSIX,4K,1M,1,16,1,0,1M,1,0,1M,1
00218,test00218,POSIX,4K,1M,1,16,1,0,1M,1,0,1M,4
00219,test00219,POSIX,4K,1M,1,16,1,0,1M,1,0,4M,1
00220,test00220,POSIX,4K,1M,1,16,1,0,1M,1,0,4M,4
00221,test00221,POSIX,4K,1M,1,16,1,0,1M,1,1,1M,1
00222,test00222,POSIX,4K,1M,1,16,1,0,1M,1,1,1M,4
00223,test00223,POSIX,4K,1M,1,16,1,0,1M,1,1,4M,1
00224,test00224,POSIX,4K,1M,1,16,1,0,1M,1,1,4M,4
00225,test00225,POSIX,4K,1M,1,16,1,1,4K,0,0,1M,1
00226,test00226,POSIX,4K,1M,1,16,1,1,4K,0,0,1M,4
00227,test00227,POSIX,4K,1M,1,16,1,1,4K,0,0,4M,1
00228,test00228,POSIX,4K,1M,1,16,1,1,4K,0,0,4M,4
00229,test00229,POSIX,4K,1M,1,16,1,1,4K,0,1,1M,1
00230,test00230,POSIX,4K,1M,1,16,1,1,4K,0,1,1M,4
00231,test00231,POSIX,4K,1M,1,16,1,1,4K,0,1,4M,1
00232,test00232,POSIX,4K,1M,1,16,1,1,4K,0,1,4M,4
00233,test00233,POSIX,4K,1M,1,16,1,1,4K,1,0,1M,1
00234,test00234,POSIX,4K,1M,1,16,1,1,4K,1,0,1M,4
00235,test00235,POSIX,4K,1M,1,16,1,1,4K,1,0,4M,1
00236,test00236,POSIX,4K,1M,1,16,1,1,4K,1,0,4M,4
00237,test00237,POSIX,4K,1M,1,16,1,1,4K,1,1,1M,1
00238,test00238,POSIX,4K,1M,1,16,1,1,4K,1,1,1M,4
00239,test00239,POSIX,4K,1M,1,16,1,1,4K,1,1,4M,1
00240,test00240,POSIX,4K,1M,1,16,1,1,4K,1,1,4M,4
00241,test00241,POSIX,4K,1M,1,16,1,1,1M,0,0,1M,1
00242,test00242,POSIX,4K,1M,1,16,1,1,1M,0,0,1M,4
00243,test00243,POSIX,4K,1M,1,16,1,1,1M,0,0,4M,1
00244,test00244,POSIX,4K,1M,1,16,1,1,1M,0,0,4M,4
00245,test00245,POSIX,4K,1M,1,16,1,1,1M,0,1,1M,1
00246,test00246,POSIX,4K,1M,1,16,1,1,1M,0,1,1M,4
00247,test00247,POSIX,4K,1M,1,16,1,1,1M,0,1,4M,1
00248,test00248,POSIX,4K,1M,1,16,1,1,1M,0,1,4M,4
00249,test00249,POSIX,4K,1M,1,16,1,1,1M,1,0,1M,1
00250,test00250,POSIX,4K,1M,1,16,1,1,1M,1,0,1M,4
00251,test00251,POSIX,4K,1M,1,16,1,1,1M,1,0,4M,1
00252,test00252,POSIX,4K,1M,1,16,1,1,1M,1,0,4M,4
00253,test00253,POSIX,4K,1M,1,16,1,1,1M,1,1,1M,1
00254,test00254,POSIX,4K,1M,1,16,1,1,1M,1,1,1M,4
00255,test00255,POSIX,4K,1M,1,16,1,1,1M,1,1,4M,1
00256,test00256,POSIX,4K,1M,1,16,1,1,1M,1,1,4M,4
00257,test00257,POSIX,4K,1M,1,64,0,0,4K,0,0,1M,1
00258,test00258,POSIX,4K,1M,1,64,0,0,4K,0,0,1M,4
00259,test00259,POSIX,4K,1M,1,64,0,0,4K,0,0,4M,1
00260,test00260,POSIX,4K,1M,1,64,0,0,4K,0,0,4M,4
00261,test00261,POSIX,4K,1M,1,64,0,0,4K,0,1,1M,1
00262,test00262,POSIX,4K,1M,1,64,0,0,4K,0,1,1M,4
00263,test00263,POSIX,4K,1M,1,64,0,0,4K,0,1,4M,1
00264,test00264,POSIX,4K,1M,1,64,0,0,4K,0,1,4M,4
00265,test00265,POSIX,4K,1M,1,64,0,0,4K,1,0,1M,1
00266,test00266,POSIX,4K,1M,1,64,0,0,4K,1,0,1M,4
00267,test00267,POSIX,4K,1M,1,64,0,0,4K,1,0,4M,1
00268,test00268,POSIX,4K,1M,1,64,0,0,4K,1,0,4M,4
00269,test00269,POSIX,4K,1M,1,64,0,0,4K,1,1,1M,1
00270,test00270,POSIX,4K,1M,1,64,0,0,4K,1,1,1M,4
00271,test00271,POSIX,4K,1M,1,64,0,0,4K,1,1,4M,1
00272,test00272,POSIX,4K,1M,1,64,0,0,4K,1,1,4M,4
00273,test00273,POSIX,4K,1M,1,64,0,0,1M,0,0,1M,1
00274,test00274,POSIX,4K,1M,1,64,0,0,1M,0,0,1M,4
00275,test00275,POSIX,4K,1M,1,64,0,0,1M,0,0,4M,1
00276,test00276,POSIX,4K,1M,1,64,0,0,1M,0,0,4M,4
00277,test00277,POSIX,4K,1M,1,64,0,0,1M,0,1,1M,1
00278,test00278,POSIX,4K,1M,1,64,0,0,1M,0,1,1M,4
00279,test00279,POSIX,4K,1M,1,64,0,0,1M,0,1,4M,1
00280,test00280,POSIX,4K,1M,1,64,0,0,1M,0,1,4M,4
00281,test00281,POSIX,4K,1M,1,64,0,0,1M,1,0,1M,1
00282,test00282,POSIX,4K,1M,1,64,0,0,1M,1,0,1M,4
00283,test00283,POSIX,4K,1M,1,64,0,0,1M,1,0,4M,1
00284,test00284,POSIX,4K,1M,1,64,0,0,1M,1,0,4M,4
00285,test00285,POSIX,4K,1M,1,64,0,0,1M,1,1,1M,1
00286,test00286,POSIX,4K,1M,1,64,0,0,1M,1,1,1M,4
00287,test00287,POSIX,4K,1M,1,64,0,0,1M,1,1,4M,1
00288,test00288,POSIX,4K,1M,1,64,0,0,1M,1,1,4M,4
00289,test00289,POSIX,4K,1M,1,64,0,1,4K,0,0,1M,1
00290,test00290,POSIX,4K,1M,1,64,0,1,4K,0,0,1M,4
00291,test00291,POSIX,4K,1M,1,64,0,1,4K,0,0,4M,1
00292,test00292,POSIX,4K,1M,1,64,0,1,4K,0,0,4M,4
00293,test00293,POSIX,4K,1M,1,64,0,1,4K,0,1,1M,1
00294,test00294,POSIX,4K,1M,1,64,0,1,4K,0,1,1M,4
00295,test00295,POSIX,4K,1M,1,64,0,1,4K,0,1,4M,1
00296,test00296,POSIX,4K,1M,1,64,0,1,4K,0,1,4M,4
00297,test00297,POSIX,4K,1M,1,64,0,1,4K,1,0,1M,1
00298,test00298,POSIX,4K,1M,1,64,0,1,4K,1,0,1M,4
00299,test00299,POSIX,4K,1M,1,64,0,1,4K,1,0,4M,1
00300,test00300,POSIX,4K,1M,1,64,0,1,4K,1,0,4M,4
00301,test00301,POSIX,4K,1M,1,64,0,1,4K,1,1,1M,1
00302,test00302,POSIX,4K,1M,1,64,0,1,4K,1,1,1M,4
00303,test00303,POSIX,4K,1M,1,64,0,1,4K,1,1,4M,1
00304,test00304,POSIX,4K,1M,1,64,0,1,4K,1,1,4M,4
00305,test00305,POSIX,4K,1M,1,64,0,1,1M,0,0,1M,1
00306,test00306,POSIX,4K,1M,1,64,0,1,1M,0,0,1M,4
00307,test00307,POSIX,4K,1M,1,64,0,1,1M,0,0,4M,1
00308,test00308,POSIX,4K,1M,1,64,0,1,1M,0,0,4M,4
00309,test00309,POSIX,4K,1M,1,64,0,1,1M,0,1,1M,1
00310,test00310,POSIX,4K,1M,1,64,0,1,1M,0,1,1M,4
00311,test00311,POSIX,4K,1M,1,64,0,1,1M,0,1,4M,1
00312,test00312,POSIX,4K,1M,1,64,0,1,1M,0,1,4M,4
00313,test00313,POSIX,4K,1M,1,64,0,1,1M,1,0,1M,1
00314,test00314,POSIX,4K,1M,1,64,0,1,1M,1,0,1M,4
00315,test00315,POSIX,4K,1M,1,64,0,1,1M,1,0,4M,1
00316,test00316,POSIX,4K,1M,1,64,0,1,1M,1,0,4M,4
00317,test00317,POSIX,4K,1M,1,64,0,1,1M,1,1,1M,1
00318,test00318,POSIX,4K,1M,1,64,0,1,1M,1,1,1M,4
00319,test00319,POSIX,4K,1M,1,64,0,1,1M,1,1,4M,1
00320,test00320,POSIX,4K,1M,1,64,0,1,1M,1,1,4M,4
00321,test00321,POSIX,4K,1M,1,64,1,0,4K,0,0,1M,1
00322,test00322,POSIX,4K,1M,1,64,1,0,4K,0,0,1M,4
00323,test00323,POSIX,4K,1M,1,64,1,0,4K,0,0,4M,1
00324,test00324,POSIX,4K,1M,1,64,1,0,4K,0,0,4M,4
00325,test00325,POSIX,4K,1M,1,64,1,0,4K,0,1,1M,1
00326,test00326,POSIX,4K,1M,1,64,1,0,4K,0,1,1M,4
00327,test00327,POSIX,4K,1M,1,64,1,0,4K,0,1,4M,1
00328,test00328,POSIX,4K,1M,1,64,1,0,4K,0,1,4M,4
00329,test00329,POSIX,4K,1M,1,64,1,0,4K,1,0,1M,1
00330,test00330,POSIX,4K,1M,1,64,1,0,4K,1,0,1M,4
00331,test00331,POSIX,4K,1M,1,64,1,0,4K,1,0,4M,1
00332,test00332,POSIX,4K,1M,1,64,1,0,4K,1,0,4M,4
00333,test00333,POSIX,4K,1M,1,64,1,0,4K,1,1,1M,1
00334,test00334,POSIX,4K,1M,1,64,1,0,4K,1,1,1M,4
00335,test00335,POSIX,4K,1M,1,64,1,0,4K,1,1,4M,1
00336,test00336,POSIX,4K,1M,1,64,1,0,4K,1,1,4M,4
00337,test00337,POSIX,4K,1M,1,64,1,0,1M,0,0,1M,1
00338,test00338,POSIX,4K,1M,1,64,1,0,1M,0,0,1M,4
00339,test00339,POSIX,4K,1M,1,64,1,0,1M,0,0,4M,1
00340,test00340,POSIX,4K,1M,1,64,1,0,1M,0,0,4M,4
00341,test00341,POSIX,4K,1M,1,64,1,0,1M,0,1,1M,1
00342,test00342,POSIX,4K,1M,1,64,1,0,1M,0,1,1M,4
00343,test00343,POSIX,4K,1M,1,64,1,0,1M,0,1,4M,1
00344,test00344,POSIX,4K,1M,1,64,1,0,1M,0,1,4M,4
00345,test00345,POSIX,4K,1M,1,64,1,0,1M,1,0,1M,1
00346,test00346,POSIX,4K,1M,1,64,1,0,1M,1,0,1M,4
00347,test00347,POSIX,4K,1M,1,64,1,0,1M,1,0,4M,1
00348,test00348,POSIX,4K,1M,1,64,1,0,1M,1,0,4M,4
00349,test00349,POSIX,4K,1M,1,64,1,0,1M,1,1,1M,1
00350,test00350,POSIX,4K,1M,1,64,1,0,1M,1,1,1M,4
00351,test00351,POSIX,4K,1M,1,64,1,0,1M,1,1,4M,1
00352,test00352,POSIX,4K,1M,1,64,1,0,1M,1,1,4M,4
00353,test00353,POSIX,4K,1M,1,64,1,1,4K,0,0,1M,1
00354,test00354,POSIX,4K,1M,1,64,1,1,4K,0,0,1M,4
00355,test00355,POSIX,4K,1M,1,64,1,1,4K,0,0,4M,1
00356,test00356,POSIX,4K,1M,1,64,1,1,4K,0,0,4M,4
00357,test00357,POSIX,4K,1M,1,64,1,1,4K,0,1,1M,1
00358,test00358,POSIX,4K,1M,1,64,1,1,4K,0,1,1M,4
00359,test00359,POSIX,4K,1M,1,64,1,1,4K,0,1,4M,1
00360,test00360,POSIX,4K,1M,1,64,1,1,4K,0,1,4M,4
00361,test00361,POSIX,4K,1M,1,64,1,1,4K,1,0,1M,1
00362,test00362,POSIX,4K,1M,1,64,1,1,4K,1,0,1M,4
00363,test00363,POSIX,4K,1M,1,64,1,1,4K,1,0,4M,1
